countryOrTerritoryName,cityCode,cityName,sdgSubRegion,sdgRegion,dataSource,footNote,year,averageShareOfGreenAreaInCityUrbanAreaPct,greenAreaPerCapitaM2
Azerbaijan,AZ_BAKU,Baku,Western Asia,Western Asia and Northern Africa,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010, 2020 and 2025. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",1990,3.442541463950307,2.7711049391548026
Azerbaijan,AZ_BAKU,Baku,Western Asia,Western Asia and Northern Africa,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010, 2020 and 2025. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2000,1.962032551571546,1.503242200858271
Azerbaijan,AZ_BAKU,Baku,Western Asia,Western Asia and Northern Africa,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010, 2020 and 2025. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2010,1.3176506574604647,0.9677282270824359
Azerbaijan,AZ_BAKU,Baku,Western Asia,Western Asia and Northern Africa,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010, 2020 and 2025. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2020,1.341760957769598,1.278912210884037
Azerbaijan,AZ_BAKU,Baku,Western Asia,Western Asia and Northern Africa,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010, 2020 and 2025. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2025,1.2905834335285131,1.2223800255526147
Bahrain,BH_AL_MANAMAH,Al-Manamah (Manama),Western Asia,Western Asia and Northern Africa,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",1990,5.609091823682455,4.9774186643835785
Bahrain,BH_AL_MANAMAH,Al-Manamah (Manama),Western Asia,Western Asia and Northern Africa,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2000,6.5781342071602324,5.133775684931525
Bahrain,BH_AL_MANAMAH,Al-Manamah (Manama),Western Asia,Western Asia and Northern Africa,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2010,4.090673910231551,3.0783390410959015
Bahrain,BH_AL_MANAMAH,Al-Manamah (Manama),Western Asia,Western Asia and Northern Africa,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2020,4.257750183244961,3.0561857876712435
Bahrain,BH_AL_MANAMAH,Al-Manamah (Manama),Western Asia,Western Asia and Northern Africa,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2025,NA,NA
Bangladesh,BD_JESSORE,Jessore,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",1990,17.289514178940497,20.156474327498135
Bangladesh,BD_JESSORE,Jessore,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2000,16.989081849490802,26.69330185556006
Bangladesh,BD_JESSORE,Jessore,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2010,21.484575364549073,33.040874576891
Bangladesh,BD_JESSORE,Jessore,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2020,22.550743753205925,37.99834562046346
Bangladesh,BD_JESSORE,Jessore,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2025,NA,NA
Bangladesh,BD_BARISAL,Barisal,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",1990,10.042367677760039,10.174239266361004
Bangladesh,BD_BARISAL,Barisal,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2000,11.823038192312413,15.614005835764935
Bangladesh,BD_BARISAL,Barisal,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2010,12.501535060788408,18.12380158399337
Bangladesh,BD_BARISAL,Barisal,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2020,14.524745179909123,22.28803668195086
Bangladesh,BD_BARISAL,Barisal,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2025,NA,NA
Bangladesh,BD_SYLHET,Sylhet,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",1990,19.066703519439887,24.886163030779322
Bangladesh,BD_SYLHET,Sylhet,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2000,20.734291505435838,28.388589121896658
Bangladesh,BD_SYLHET,Sylhet,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2010,22.153123272526315,31.282452720875742
Bangladesh,BD_SYLHET,Sylhet,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2020,21.94352312511522,32.661293612154005
Bangladesh,BD_SYLHET,Sylhet,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2025,NA,NA
Bangladesh,BD_RANGPUR,Rangpur,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",1990,18.488486036256738,16.394978365061597
Bangladesh,BD_RANGPUR,Rangpur,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2000,16.861832435080842,18.18188002300242
Bangladesh,BD_RANGPUR,Rangpur,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2010,14.68642822146007,22.510602593327715
Bangladesh,BD_RANGPUR,Rangpur,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2020,12.88094071533562,17.83165975032238
Bangladesh,BD_RANGPUR,Rangpur,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2025,NA,NA
Bangladesh,BD_DHAKA,Dhaka,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010, 2020 and 2025. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",1990,16.279832212870357,24.25075128432515
Bangladesh,BD_DHAKA,Dhaka,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010, 2020 and 2025. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2000,11.606126452336762,18.014408229438864
Bangladesh,BD_DHAKA,Dhaka,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010, 2020 and 2025. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2010,9.865416945188688,25.770997673189054
Bangladesh,BD_DHAKA,Dhaka,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010, 2020 and 2025. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2020,4.779711089942426,21.75024791201017
Bangladesh,BD_DHAKA,Dhaka,Southern Asia,Central Asia and Southern Asia,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010, 2020 and 2025. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2025,4.323268898364203,22.69374443361635
Belarus,BY_POLACK,"Polack (Polock, Polotsk)",Eastern Europe,Northern America and Europe,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",1990,9.530070118662351,5.108974358974396
Belarus,BY_POLACK,"Polack (Polock, Polotsk)",Eastern Europe,Northern America and Europe,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2000,9.624460625674217,5.750000000000041
Belarus,BY_POLACK,"Polack (Polock, Polotsk)",Eastern Europe,Northern America and Europe,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2010,11.697680690399137,6.423076923076969
Belarus,BY_POLACK,"Polack (Polock, Polotsk)",Eastern Europe,Northern America and Europe,UN-Habitat Urban Indicators Database,"Data on green areas per city is produced from analysis of landsat and sentinel imagery analysis. Population data used to calculate the green area per capita is based on GHS-Pop estimates for 1990, 2000, 2010 and 2020. City/urban area used in the analyis has been generated using a classification approach based on the Degree of Urbanization concept to city definition  - as a result, the urban/city area used for the indicator computation in this data table may be larger or smaller than the official municipality boundary.  Designation and data estimated by UN-Habitat based on the methodology described in the Metadata sheet. The designations employed do not imply the expression of any opinion whatsoever on the part of the Secretariat of the United Nations concerning the legal status of any country, territory, city or area; or of its authorities, or concerning the delimitation of its frontiers or boundaries.",2020,12.773058252427184,8.75641025641032
